StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,pid,pid.check,VAL2,hear_about_study,id
2022-04-30 11:36:00,2022-04-30 11:36:49,0,47.156.221.168,100,48,1,2022-04-30 11:36:50,R_1g0moJuLr7NWzFh,,,,,34.1438,-117.2548,anonymous,EN,A15983270,A15983270,1,2,34372
2022-05-02 16:00:26,2022-05-02 16:01:00,0,47.158.226.192,100,33,1,2022-05-02 16:01:00,R_12iqTwzPQjYiydZ,,,,,33.6719,-116.3032,anonymous,EN,A16524917,A16524917,1,2,43572
2022-05-02 23:40:19,2022-05-02 23:41:21,0,75.80.183.151,100,61,1,2022-05-02 23:41:21,R_31hJDlnufhTRxd8,,,,,32.9661,-117.1202,anonymous,EN,A17154271,A17154271,1,2,42316
2022-05-03 10:42:30,2022-05-03 10:43:02,0,209.66.206.58,100,31,1,2022-05-03 10:43:03,R_2yeeVY0sZmGn8Pf,,,,,33.1165,-117.1846,anonymous,EN,A17202947,A17202947,1,2,43766
2022-05-04 20:34:49,2022-05-04 20:35:26,0,128.54.195.120,100,37,1,2022-05-04 20:35:27,R_dhdiiY8YNd9WBvb,,,,,32.8509,-117.2722,anonymous,EN,A16256529,A16256529,1,2,38338
2022-05-06 17:20:32,2022-05-06 17:21:06,0,69.196.40.248,100,33,1,2022-05-06 17:21:07,R_2foJ8Mmcsns8XtB,,,,,32.7651,-117.1276,anonymous,EN,A17223908,A17223908,1,2,41717
2022-05-08 01:25:03,2022-05-08 01:25:42,0,23.119.231.202,100,38,1,2022-05-08 01:25:43,R_W1HeKuqBOUIfrbz,,,,,32.7651,-117.1276,anonymous,EN,A16151047,A16151047,1,2,31772
2022-05-09 21:56:56,2022-05-09 21:57:30,0,66.75.241.92,100,33,1,2022-05-09 21:57:30,R_Qmto410CbYc6W3f,,,,,32.8595,-117.2124,anonymous,EN,A15877964,A15877964,1,2,33501
2022-05-10 14:57:12,2022-05-10 14:58:32,0,70.95.80.196,100,80,1,2022-05-10 14:58:32,R_2RP54OdoJ1Ohg1u,,,,,32.9511,-117.2241,anonymous,EN,A17179730,A17179730,4,2,41192
2022-05-10 19:51:45,2022-05-10 19:55:25,0,128.54.48.200,100,220,1,2022-05-10 19:55:26,R_3szewL3nYMoTbDb,,,,,32.8595,-117.2124,anonymous,EN,A17143443,A17143443,4,2,40669
2022-05-10 21:48:15,2022-05-10 21:48:40,0,75.80.185.24,100,24,1,2022-05-10 21:48:40,R_uxieGOyvdJMMQFz,,,,,32.9661,-117.1202,anonymous,EN,A16790705,A16790705,4,2,43682
2022-05-11 12:07:54,2022-05-11 12:08:28,0,128.54.44.93,100,34,1,2022-05-11 12:08:28,R_1Kwrwj7l4ujPNSs,,,,,32.8595,-117.2124,anonymous,EN,A16247845,A16247845,1,2,39691
2022-05-11 13:40:15,2022-05-11 13:41:01,0,137.110.37.135,100,45,1,2022-05-11 13:41:01,R_1jlYooO8P60qtLJ,,,,,32.8595,-117.2124,anonymous,EN,A16894555,A16894555,4,2,42186
2022-05-11 10:04:03,2022-05-11 20:41:14,0,128.54.177.122,100,38231,1,2022-05-11 20:41:14,R_3DcrPo4leVkkJEu,,,,,32.8509,-117.2722,anonymous,EN,A16884868,A16884868,1,2,40243
2022-05-12 13:57:23,2022-05-12 13:57:38,0,144.178.0.158,100,14,1,2022-05-12 13:57:38,R_eEsZ743DaPVhZIZ,,,,,34.0544,-118.2441,anonymous,EN,A17194011,A17194011,1,1,41926
2022-05-12 14:19:26,2022-05-12 14:19:54,0,128.54.187.171,100,27,1,2022-05-12 14:19:55,R_1gFLF2GBTdSLgVh,,,,,32.8509,-117.2722,anonymous,EN,A15389004,A15389004,1,2,28357
2022-05-12 15:03:48,2022-05-12 15:04:34,0,72.199.92.213,100,46,1,2022-05-12 15:04:35,R_cYEUpPamoQPDd7z,,,,,33.0562,-117.2688,anonymous,EN,A17217286,A17217286,1,2,43726
2022-05-14 10:02:48,2022-05-14 10:04:02,0,128.54.152.168,100,73,1,2022-05-14 10:04:02,R_6gOmGdpprmLA6FH,,,,,34.1021,-118.0474,anonymous,EN,A16352222,A16352222,1,2,37439
2022-05-14 10:45:36,2022-05-14 10:46:23,0,172.56.31.164,100,47,1,2022-05-14 10:46:24,R_32Sn1kwqOaEiGcx,,,,,34.1928,-118.4886,anonymous,EN,A16771475,A16771475,4,2,42547
2022-05-15 10:05:26,2022-05-15 10:06:22,0,128.54.182.106,100,56,1,2022-05-15 10:06:23,R_1CwhRByrFQ78osU,,,,,34.1332,-118.0325,anonymous,EN,A17222178,A17222178,4,2,43976
2022-05-15 10:23:34,2022-05-15 10:24:16,0,76.167.208.11,100,41,1,2022-05-15 10:24:16,R_AyWgP5OlVZgq6gV,,,,,32.8595,-117.2124,anonymous,EN,A16642946,A16642946,1,2,39248
2022-05-15 11:39:43,2022-05-15 11:40:17,0,99.169.173.168,100,34,1,2022-05-15 11:40:18,R_3nVGrChCUXmVZDG,,,,,33.2077,-117.348,anonymous,EN,A16552953,A16552953,1,2,36062
2022-05-15 16:31:54,2022-05-15 16:32:31,0,98.176.228.211,100,36,1,2022-05-15 16:32:31,R_3JsFPI9R42tMJJG,,,,,32.7405,-117.0935,anonymous,EN,A17110410,A17110410,1,2,40716
2022-05-15 19:53:25,2022-05-15 19:59:47,0,128.54.187.253,100,382,1,2022-05-15 19:59:47,R_2S8rBNR3KMVSGqd,,,,,32.8509,-117.2722,anonymous,EN,A16783700,A16783700,1,2,43642
2022-05-15 20:53:49,2022-05-15 20:54:16,0,128.54.152.38,100,27,1,2022-05-15 20:54:17,R_1HbG5qZnCEouqHI,,,,,34.1021,-118.0474,anonymous,EN,A16299633,A16299633,1,2,36304
2022-05-16 11:26:56,2022-05-16 11:27:45,0,128.54.168.184,100,48,1,2022-05-16 11:27:45,R_3qKzD17USSvVjwL,,,,,32.8509,-117.2722,anonymous,EN,A17049706,A17049706,1,2,42020
2022-05-16 12:38:43,2022-05-16 12:40:07,0,128.54.164.140,100,84,1,2022-05-16 12:40:08,R_1QFyBZfb4739exH,,,,,32.8509,-117.2722,anonymous,EN,A16194975,A16194975,4,2,41635
2022-05-16 16:07:41,2022-05-16 16:08:15,0,98.191.253.101,100,33,1,2022-05-16 16:08:15,R_2WDtduTQ2bu05nO,,,,,32.6065,-117.058,anonymous,EN,A16895719,A16895719,1,2,42011
2022-05-17 10:06:24,2022-05-17 10:06:47,0,209.129.28.15,100,23,1,2022-05-17 10:06:48,R_2sWG6f7Ai9GHLyU,,,,,32.7104,-117.0528,anonymous,EN,A15486633,A15486633,1,2,30076
2022-05-17 10:36:01,2022-05-17 10:37:34,0,137.110.44.107,100,93,1,2022-05-17 10:37:35,R_30vgXJ7UAleVM4I,,,,,32.8595,-117.2124,anonymous,EN,A17137899,A17137899,1,2,42077
2022-05-17 14:16:21,2022-05-17 14:16:54,0,76.90.57.52,100,33,1,2022-05-17 14:16:55,R_2cdA29wIz38yZzT,,,,,32.8595,-117.2124,anonymous,EN,A15487952,A15487952,1,2,36442
2022-05-17 17:08:48,2022-05-17 17:10:32,0,128.54.174.172,100,104,1,2022-05-17 17:10:33,R_3DvjfX1Vx1qI8EV,,,,,32.8509,-117.2722,anonymous,EN,A16940671,A16940671,4,2,42526
2022-05-18 10:02:43,2022-05-18 10:03:37,0,68.252.125.149,100,53,1,2022-05-18 10:03:39,R_2CHxDXKo3E7wG9t,,,,,32.8595,-117.2124,anonymous,EN,A15937170,A15937170,1,2,34275
2022-05-18 11:15:56,2022-05-18 11:16:19,0,99.76.229.153,100,22,1,2022-05-18 11:16:19,R_1pL5ZcJwR2imJ4f,,,,,32.8595,-117.2124,anonymous,EN,A16632020,A16632020,1,2,37096
2022-05-18 11:20:29,2022-05-18 11:21:00,0,128.54.185.98,100,31,1,2022-05-18 11:21:01,R_1JLSMGmCXN5jnWx,,,,,32.8509,-117.2722,anonymous,EN,A16778872,A16778872,1,2,43808
2022-05-18 11:38:54,2022-05-18 11:39:53,0,128.54.180.114,100,58,1,2022-05-18 11:39:53,R_1EYHP2BSsOZB1NP,,,,,32.8509,-117.2722,anonymous,EN,A17001948,A17001948,1,2,43731
2022-05-18 14:45:21,2022-05-18 14:45:55,0,76.167.210.181,100,34,1,2022-05-18 14:45:56,R_Tcqw4dw4FIPfaEN,,,,,32.8595,-117.2124,anonymous,EN,A15825070,A15825070,4,2,31834
2022-05-19 15:03:06,2022-05-19 15:03:43,0,137.110.57.106,100,37,1,2022-05-19 15:03:44,R_27DzqypgN8IX0gH,,,,,32.8919,-117.2035,anonymous,EN,A16306089,A16306089,4,2,38795
2022-05-19 15:13:54,2022-05-19 15:14:32,0,192.26.252.1,100,37,1,2022-05-19 15:14:32,R_2s4RVChh4aoGHSs,,,,,32.9164,-117.1393,anonymous,EN,A15563979,A15563979,1,2,39425
2022-05-19 16:10:07,2022-05-19 16:11:26,0,128.54.14.68,100,78,1,2022-05-19 16:11:27,R_3ptEOqJfzhHvK2D,,,,,32.8595,-117.2124,anonymous,EN,A15583685,A15583685,1,2,27601
2022-05-19 17:10:30,2022-05-19 17:11:05,0,108.185.11.122,100,35,1,2022-05-19 17:11:05,R_1F4UOQgfPiteW4R,,,,,33.8206,-118.034,anonymous,EN,A15597864,A15597864,1,2,27623
2022-05-19 19:53:35,2022-05-19 20:00:15,0,76.176.144.210,100,399,1,2022-05-19 20:00:15,R_24bFQyyg8vjy2PC,,,,,32.8595,-117.2124,anonymous,EN,a15949517,a15949517,1,2,33032
2022-05-20 10:09:56,2022-05-20 10:47:06,0,108.86.183.51,100,2229,1,2022-05-20 10:47:07,R_1rDpZYr42DkL8Qj,,,,,32.6773,-117.0477,anonymous,EN,A17132665,A17132665,1,2,43776
2022-05-21 10:01:43,2022-05-21 10:02:07,0,68.252.125.78,100,24,1,2022-05-21 10:02:08,R_3fE0mhDNEOhglja,,,,,32.8595,-117.2124,anonymous,EN,A16127427,A16127427,1,2,32326
2022-05-21 10:02:23,2022-05-21 10:03:06,0,76.209.225.70,100,42,1,2022-05-21 10:03:06,R_22yxdIcofagOWy6,,,,,34.0648,-118.086,anonymous,EN,A17138627,A17138627,1,2,41081
2022-05-21 15:03:58,2022-05-21 15:04:31,0,128.54.201.199,100,33,1,2022-05-21 15:04:32,R_2dnnuuBXlHPEJeu,,,,,32.8509,-117.2722,anonymous,EN,A16380408,A16380408,1,2,36151
2022-05-21 16:28:46,2022-05-21 16:29:14,0,172.58.19.16,100,27,1,2022-05-21 16:29:14,R_1db4Taiww8oxTHa,,,,,33.8055,-117.9223,anonymous,EN,A16979564,A16979564,1,2,42613
2022-05-22 10:03:25,2022-05-22 10:05:25,0,128.54.190.211,100,119,1,2022-05-22 10:05:25,R_3MycH9mnR1e3nrL,,,,,32.8509,-117.2722,anonymous,EN,A17237915,A17237915,1,2,41603
2022-05-22 10:50:44,2022-05-22 10:51:35,0,72.197.207.114,100,51,1,2022-05-22 10:51:35,R_3niySv9dfrRAA5j,,,,,32.6595,-116.9685,anonymous,EN,A16549964,A16549964,1,2,42289
2022-05-22 15:42:30,2022-05-22 15:43:13,0,128.54.201.56,100,43,1,2022-05-22 15:43:14,R_utgNr20hmNEZNWV,,,,,32.8509,-117.2722,anonymous,EN,A16917384,A16917384,1,2,40961
2022-05-22 17:02:14,2022-05-22 17:02:42,0,3.87.128.169,100,27,1,2022-05-22 17:02:43,R_1Q5GIi0H404OHFn,,,,,39.0469,-77.4903,anonymous,EN,A17082219,A17082219,1,2,40116
2022-05-23 11:11:39,2022-05-23 11:12:07,0,128.54.185.76,100,27,1,2022-05-23 11:12:07,R_agcGUp6e7mC3dVT,,,,,34.1332,-118.0325,anonymous,EN,A16648681,A16648681,1,2,37047
2022-05-23 11:07:45,2022-05-23 11:15:13,0,99.76.231.23,100,447,1,2022-05-23 11:15:13,R_2QQXaPpH7xdNSuq,,,,,32.8595,-117.2124,anonymous,EN,A15912815,A15912815,1,2,34921
2022-05-23 12:46:16,2022-05-23 12:46:50,0,128.54.161.207,100,33,1,2022-05-23 12:46:50,R_Ah9OHZHx28Oqe89,,,,,32.8509,-117.2722,anonymous,EN,A16759709,A16759709,1,2,44075
2022-05-23 12:54:39,2022-05-23 12:57:26,0,128.54.199.88,100,167,1,2022-05-23 12:57:26,R_3dHcJXdMVTVIuC8,,,,,32.8595,-117.2124,anonymous,EN,A16950843,A16950843,1,2,43305
2022-05-23 13:36:24,2022-05-23 13:36:55,0,128.54.170.173,100,30,1,2022-05-23 13:36:56,R_T1Mo6II9fDnryoN,,,,,32.8509,-117.2722,anonymous,EN,A16221371,A16221371,1,2,40417
2022-05-23 14:47:31,2022-05-23 14:48:31,0,128.54.197.172,100,60,1,2022-05-23 14:48:31,R_10Ta6aCGkC8jg0d,,,,,34.1021,-118.0474,anonymous,EN,A16374547,A16374547,1,2,37087
2022-05-23 15:14:11,2022-05-23 15:14:33,0,128.54.18.169,100,22,1,2022-05-23 15:14:34,R_3HNg6h9Utzn1dc1,,,,,32.8595,-117.2124,anonymous,EN,A17021363,A17021363,1,2,43094
2022-05-23 16:18:30,2022-05-23 16:18:50,0,128.54.149.32,100,20,1,2022-05-23 16:18:51,R_2cuvO2fo1eWRXLY,,,,,34.1021,-118.0474,anonymous,EN,A16809193,A16809193,1,2,43676
2022-05-24 18:24:33,2022-05-24 18:25:05,0,128.54.207.151,100,31,1,2022-05-24 18:25:05,R_2wvh85KN9drwf7z,,,,,32.8509,-117.2722,anonymous,EN,A16871410,A16871410,4,2,42252
2022-05-24 22:08:19,2022-05-24 22:08:42,0,128.54.145.150,100,23,1,2022-05-24 22:08:43,R_3paQ4KvtSQYF2xZ,,,,,34.1021,-118.0474,anonymous,EN,A16970996,A16970996,1,2,41231
2022-05-24 22:09:01,2022-05-24 22:10:18,0,76.176.144.157,100,77,1,2022-05-24 22:10:19,R_2akNjgJSyDIT37M,,,,,32.8595,-117.2124,anonymous,EN,A16100511,A16100511,1,2,38444
2022-05-25 10:02:03,2022-05-25 10:02:36,0,76.171.174.88,100,32,1,2022-05-25 10:02:36,R_RxJYhZHxPXyzy8x,,,,,33.3683,-117.2333,anonymous,EN,A15562719,A15562719,1,2,29514
2022-05-25 11:16:43,2022-05-25 11:17:30,0,24.25.202.142,100,47,1,2022-05-25 11:17:31,R_28zJIb1GDPIBKue,,,,,32.7967,-117.1367,anonymous,EN,A16535007,A16535007,4,2,44046
2022-05-25 11:40:18,2022-05-25 11:40:44,0,75.80.59.70,100,26,1,2022-05-25 11:40:45,R_eQZGdjLSAnR8wAp,,,,,32.8595,-117.2124,anonymous,EN,A16688035,A16688035,1,2,35842
2022-05-25 13:38:13,2022-05-25 13:40:35,0,128.54.203.253,100,142,1,2022-05-25 13:40:36,R_3G0MueuRwUO7HRM,,,,,33.4948,-117.0954,anonymous,EN,A16796921,A16796921,1,2,42815
2022-05-25 20:30:51,2022-05-25 20:32:19,0,128.54.181.155,100,87,1,2022-05-25 20:32:19,R_3hrRJGa9QK3ioY4,,,,,32.8509,-117.2722,anonymous,EN,A16794608,A16794608,1,2,44097
2022-05-26 12:02:31,2022-05-26 12:03:23,0,137.110.48.195,100,51,1,2022-05-26 12:03:24,R_2VPWRpu6VwCFktd,,,,,32.8595,-117.2124,anonymous,EN,A15442572,A15442572,4,2,30101
2022-05-26 13:28:20,2022-05-26 13:28:59,0,104.177.116.67,100,38,1,2022-05-26 13:29:00,R_3KIvyOMyynW9cBG,,,,,32.8595,-117.2124,anonymous,EN,A16132943,A16132943,1,2,34067
2022-05-27 13:05:17,2022-05-27 13:05:51,0,76.88.58.40,100,33,1,2022-05-27 13:05:51,R_1E5ok7uyi1TX5gy,,,,,32.8425,-117.2484,anonymous,EN,A17183558,A17183558,1,2,41760
2022-05-29 10:59:36,2022-05-29 11:00:13,0,70.95.25.120,100,36,1,2022-05-29 11:00:13,R_qxe9S1beVUR7vrz,,,,,32.9164,-117.1393,anonymous,EN,A16038915,A16038915,4,2,44007
2022-05-30 12:46:07,2022-05-30 12:46:45,0,172.58.24.206,100,38,1,2022-05-30 12:46:46,R_doFJNmu7O2HwPKx,,,,,32.6917,-117.1151,anonymous,EN,A15003578,A15003578,1,2,24800
2022-05-31 11:27:51,2022-05-31 11:29:20,0,128.54.31.96,100,88,1,2022-05-31 11:29:20,R_yILRYAnEGh0ypnX,,,,,32.8425,-117.2484,anonymous,EN,A15630949,A15630949,4,2,32175
2022-05-31 12:34:59,2022-05-31 12:36:02,0,72.197.96.144,100,62,1,2022-05-31 12:36:03,R_C45VWJA8bYCE3FD,,,,,33.1955,-117.2862,anonymous,EN,A17171402,A17171402,1,2,40949
2022-05-31 14:14:15,2022-05-31 14:14:41,0,76.33.18.126,100,25,1,2022-05-31 14:14:42,R_1OZgM2COAu9DfAv,,,,,32.7994,-117.1686,anonymous,EN,A16308764,A16308764,1,2,38046
2022-05-31 15:08:59,2022-05-31 15:09:38,0,107.77.227.81,100,39,1,2022-05-31 15:09:39,R_3fAxN0BRzKAuJFE,,,,,34.0544,-118.244,anonymous,EN,A16362302,A16362302,1,2,37189
2022-05-31 19:46:34,2022-05-31 19:47:01,0,66.75.247.13,100,27,1,2022-05-31 19:47:01,R_1OZRtnW98z6EH4W,,,,,32.8595,-117.2124,anonymous,EN,A16105494,A16105494,1,2,38380
2022-05-31 19:49:57,2022-05-31 19:50:20,0,76.176.200.28,100,22,1,2022-05-31 19:50:20,R_2UhpKG7N5nHYWl5,,,,,32.8425,-117.2484,anonymous,EN,A16347997,A16347997,1,2,36020
2022-05-31 21:06:04,2022-05-31 21:06:54,0,70.95.171.209,100,50,1,2022-05-31 21:06:54,R_1dGPDO4PNURxMak,,,,,32.8595,-117.2124,anonymous,EN,A16634387,A16634387,4,2,43856
2022-07-05 12:04:09,2022-07-05 12:04:53,0,174.195.137.222,100,43,1,2022-07-05 12:04:54,R_0TevgzFb56N5E41,,,,,33.9258,-117.4899,anonymous,EN,A17171389,A17171389,1,2,40107
2022-07-06 10:29:43,2022-07-06 10:30:28,0,70.95.27.204,100,45,1,2022-07-06 10:30:28,R_0kRjeIjPCY0UBOh,,,,,32.9164,-117.1393,anonymous,EN,A17187336,A17187336,1,2,40589
2022-07-08 12:05:58,2022-07-08 12:07:00,0,69.196.37.87,100,61,1,2022-07-08 12:07:00,R_3Lilp7pfIRsxPbp,,,,,32.8595,-117.2124,anonymous,EN,A17163509,A17163509,4,2,40658
2022-07-10 18:42:42,2022-07-10 18:43:19,0,76.137.174.38,100,36,1,2022-07-10 18:43:20,R_2pLyWC8Qd6waRy8,,,,,38.0004,-121.3105,anonymous,EN,A17224846,A17224846,1,2,43659
2022-07-10 20:02:25,2022-07-10 20:03:39,0,71.136.143.80,100,74,1,2022-07-10 20:03:39,R_3qJvPSoF0FwrrJj,,,,,37.7047,-122.1245,anonymous,EN,A17146946,A17146946,4,2,44412
2022-07-11 10:05:58,2022-07-11 10:06:29,0,47.145.53.68,100,31,1,2022-07-11 10:06:29,R_2cuyhIGlpGBQfC3,,,,,33.6647,-117.1743,anonymous,EN,A16271124,A16271124,1,2,36716
2022-07-11 11:57:53,2022-07-11 11:58:41,0,128.54.44.159,100,48,1,2022-07-11 11:58:42,R_OwJCFyzQv7qqr5L,,,,,32.8595,-117.2124,anonymous,EN,A17125420,A17125420,1,2,41387
2022-07-13 11:56:21,2022-07-13 11:56:48,0,174.134.57.12,100,26,1,2022-07-13 11:56:48,R_dinVNuMq1hiKw93,,,,,35.3407,-119.0596,anonymous,EN,A16674047,A16674047,1,2,36212
2022-07-14 10:01:17,2022-07-14 10:01:44,0,128.54.25.155,100,27,1,2022-07-14 10:01:44,R_0kWIl2WnxndGbsJ,,,,,32.8595,-117.2124,anonymous,EN,A16236427,A16236427,4,2,44425
2022-07-14 13:11:44,2022-07-14 13:22:03,0,69.196.34.130,100,618,1,2022-07-14 13:22:03,R_OCHuMrmEEbBdIKB,,,,,32.8595,-117.2124,anonymous,EN,A16039033,A16039033,1,2,39899
2022-07-14 13:51:00,2022-07-14 13:51:41,0,76.236.30.157,100,41,1,2022-07-14 13:51:41,R_z3aBlaqRMPG9csh,,,,,37.2941,-121.8996,anonymous,EN,A16839652,A16839652,1,2,43667
2022-07-15 11:10:24,2022-07-15 11:11:09,0,47.34.181.41,100,44,1,2022-07-15 11:11:10,R_pnrr7F8UPCP15Kx,,,,,34.1021,-118.0474,anonymous,EN,A16672368,A16672368,4,2,44403
2022-07-15 17:12:10,2022-07-15 17:12:43,0,76.33.214.129,100,33,1,2022-07-15 17:12:44,R_ZmdMLB2Dpp4Gaw9,,,,,32.8425,-117.2484,anonymous,EN,A16273165,A16273165,1,2,43632
2022-07-16 13:12:24,2022-07-16 13:12:56,0,71.142.244.245,100,32,1,2022-07-16 13:12:57,R_2upo0atZJzxCqc6,,,,,32.8595,-117.2124,anonymous,EN,A15546882,A15546882,1,2,28630
2022-07-17 16:09:17,2022-07-17 16:10:22,0,70.95.172.20,100,64,1,2022-07-17 16:10:22,R_2az36kJiKNIi7EO,,,,,32.8595,-117.2124,anonymous,EN,A15966238,A15966238,4,2,32743
